filename,label,header_length,file_size_kb,file_type,text_preview,num_pages,is_encrypted,pdf_version,has_javascript,has_embedded_files,has_openaction,has_launch
042903f.pdf,benign,1024,48.55,application/pdf,,9.0,0.0,1.2,0.0,0.0,0.0,0.0
043.pdf,benign,1024,25.03,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
043101f.pdf,benign,1024,25.66,application/pdf,,6.0,0.0,1.2,0.0,0.0,0.0,0.0
043102f.pdf,benign,1024,45.29,application/pdf,,24.0,0.0,1.2,0.0,0.0,0.0,0.0
043103f.pdf,benign,1024,24.92,application/pdf,,5.0,0.0,1.2,0.0,0.0,0.0,0.0
044101f.pdf,benign,1024,21.17,application/pdf,,5.0,0.0,1.2,0.0,0.0,0.0,0.0
044102f.pdf,benign,1024,93.38,application/pdf,,4.0,0.0,1.3,0.0,0.0,0.0,0.0
044103f.pdf,benign,1024,30.67,application/pdf,,7.0,0.0,1.2,0.0,0.0,0.0,0.0
045time_warner.pdf,benign,1024,23.13,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
04alm.pdf,benign,1024,30.64,application/pdf,,10.0,0.0,1.2,0.0,0.0,0.0,0.0
04dubin.pdf,benign,1024,145.46,application/pdf,,33.0,0.0,1.2,0.0,0.0,0.0,0.0
04fidart.pdf,benign,1024,192.7,application/pdf,,32.0,0.0,1.4,0.0,0.0,0.0,0.0
04finkelstein.pdf,benign,1024,33.82,application/pdf,,5.0,0.0,1.6,0.0,0.0,0.0,0.0
04ludasa.pdf,benign,1024,119.67,application/pdf,,7.0,0.0,1.2,0.0,0.0,0.0,0.0
04spintr.pdf,benign,1024,271.97,application/pdf,,27.0,0.0,1.3,0.0,0.0,0.0,0.0
050201f.pdf,benign,1024,16.46,application/pdf,,6.0,0.0,1.2,0.0,0.0,0.0,0.0
050202f.pdf,benign,1024,11.3,application/pdf,,2.0,0.0,1.2,0.0,0.0,0.0,0.0
050203f.pdf,benign,1024,23.49,application/pdf,,10.0,0.0,1.2,0.0,0.0,0.0,0.0
050societyaa.pdf,benign,1024,20.15,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
051001f.pdf,benign,1024,25.21,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
051801f.pdf,benign,1024,69.75,application/pdf,,24.0,0.0,1.4,0.0,0.0,0.0,0.0
051802f.pdf,benign,1024,24.41,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
051nfais.pdf,benign,1024,46.92,application/pdf,,9.0,0.0,1.4,0.0,0.0,0.0,0.0
052005-lore.pdf,benign,1024,274.26,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
052501f.pdf,benign,1024,19.43,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
055.pdf,benign,1024,11.22,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
055201f.pdf,benign,1024,25.09,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
055202f.pdf,benign,1024,24.96,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
055203f.pdf,benign,1024,81.01,application/pdf,,23.0,0.0,1.4,0.0,0.0,0.0,0.0
056arromdee.pdf,benign,1024,108.5,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
058hull.pdf,benign,1024,15.65,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
059siia.pdf,benign,1024,45.14,application/pdf,,14.0,0.0,1.4,0.0,0.0,0.0,0.0
05co1120sfigb.pdf,benign,1024,10.74,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
05co1120sfige.pdf,benign,1024,10.93,application/pdf,,2.0,0.0,1.4,0.0,0.0,0.0,0.0
05co1120sfigf.pdf,benign,1024,10.73,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
05eonta.pdf,benign,1024,108.59,application/pdf,,12.0,0.0,1.4,0.0,0.0,0.0,0.0
05lohmann.pdf,benign,1024,191.89,application/pdf,,10.0,0.0,1.3,0.0,0.0,0.0,0.0
060901f.pdf,benign,1024,32.05,application/pdf,,14.0,0.0,1.4,0.0,0.0,0.0,0.0
060902f.pdf,benign,1024,18.25,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
061701f.pdf,benign,1024,19.43,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
061702f.pdf,benign,1024,17.3,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
061703f.pdf,benign,1024,34.31,application/pdf,,9.0,0.0,1.4,0.0,0.0,0.0,0.0
062201f.pdf,benign,1024,27.1,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
062701f.pdf,benign,1024,50.17,application/pdf,,15.0,0.0,1.4,0.0,0.0,0.0,0.0
062801f.pdf,benign,1024,22.5,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
064301f.pdf,benign,1024,52.68,application/pdf,,11.0,0.0,1.4,0.0,0.0,0.0,0.0
064401f.pdf,benign,1024,29.31,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
064601f.pdf,benign,1024,34.75,application/pdf,,9.0,0.0,1.4,0.0,0.0,0.0,0.0
064602f.pdf,benign,1024,22.63,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
065101f.pdf,benign,1024,30.38,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
069.pdf,benign,1024,19.87,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
069hull_gorden.pdf,benign,1024,14.95,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
06cofigbs.pdf,benign,1024,16.91,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
06cofiges.pdf,benign,1024,15.67,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
06cofigfs.pdf,benign,1024,13.96,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
06itcorptaxsnap.pdf,benign,1024,247.23,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
06weisman.pdf,benign,1024,18.97,application/pdf,,2.0,0.0,1.6,0.0,0.0,0.0,0.0
070401f.pdf,benign,1024,25.12,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
071701f.pdf,benign,1024,27.74,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
071702f.pdf,benign,1024,44.27,application/pdf,,8.0,0.0,1.6,0.0,0.0,0.0,0.0
071801f.pdf,benign,1024,66.3,application/pdf,,18.0,0.0,1.4,0.0,0.0,0.0,0.0
072.pdf,benign,1024,15.98,application/pdf,,2.0,0.0,1.4,0.0,0.0,0.0,0.0
072005-lore.pdf,benign,1024,189.03,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
072101f.pdf,benign,1024,121.42,application/pdf,,20.0,0.0,1.4,0.0,0.0,0.0,0.0
072501f.pdf,benign,1024,38.73,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
072502f.pdf,benign,1024,42.2,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
072perlman.pdf,benign,1024,21.52,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
073.pdf,benign,1024,169.46,application/pdf,,2.0,0.0,1.4,0.0,0.0,0.0,0.0
073301f.pdf,benign,1024,43.37,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
073801f.pdf,benign,1024,151.92,application/pdf,,30.0,0.0,1.4,0.0,0.0,0.0,0.0
073802f.pdf,benign,1024,44.04,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
073oram_cpsr.pdf,benign,1024,19.39,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
074401f.pdf,benign,1024,30.86,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
0745018.pdf,benign,1024,107.72,application/pdf,,17.0,0.0,1.4,0.0,0.0,0.0,0.0
074hoy_dvdcca.pdf,benign,1024,21.17,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
075001f.pdf,benign,1024,26.81,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
075201f.pdf,benign,1024,239.65,application/pdf,,71.0,0.0,1.4,0.0,0.0,0.0,0.0
075smith_nlm.pdf,benign,1024,21.59,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
076mcgivern_ascap.pdf,benign,1024,24.67,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
077sigall_riaa.pdf,benign,1024,16.05,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
07cofigbs.pdf,benign,1024,17.78,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
07cofiges.pdf,benign,1024,16.19,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
07cofigfs.pdf,benign,1024,14.03,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
07eocharitiessnap.pdf,benign,1024,255.93,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
07eocharteobull.pdf,benign,1024,146.6,application/pdf,,16.0,0.0,1.6,0.0,0.0,0.0,0.0
07pfound.pdf,benign,1024,38.26,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
07rppscecco.pdf,benign,1024,156.14,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
07rppsdiamond.pdf,benign,1024,326.0,application/pdf,,15.0,0.0,1.4,0.0,0.0,0.0,0.0
07rppsjohnson.pdf,benign,1024,276.76,application/pdf,,13.0,0.0,1.4,0.0,0.0,0.0,0.0
07rppsliu.pdf,benign,1024,378.54,application/pdf,,11.0,0.0,1.4,0.0,0.0,0.0,0.0
07rppsmilleville.pdf,benign,1024,152.42,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
07rppsweber.pdf,benign,1024,160.53,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
07tyrrell.pdf,benign,1024,46.29,application/pdf,,8.0,0.0,1.6,0.0,0.0,0.0,0.0
07ubgraph1.pdf,benign,1024,21.45,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
07ubgraph2.pdf,benign,1024,24.87,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
080101f.pdf,benign,1024,150.47,application/pdf,,37.0,0.0,1.6,0.0,0.0,0.0,0.0
081401.pdf,benign,1024,23.07,application/pdf,,2.0,0.0,1.5,0.0,0.0,0.0,0.0
082005-lore.pdf,benign,1024,121.57,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
082801f.pdf,benign,1024,48.7,application/pdf,,8.0,0.0,1.6,0.0,0.0,0.0,0.0
082802f.pdf,benign,1024,39.33,application/pdf,,6.0,0.0,1.6,0.0,0.0,0.0,0.0
082803f.pdf,benign,1024,50.0,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
082804f.pdf,benign,1024,38.38,application/pdf,,7.0,0.0,1.6,0.0,0.0,0.0,0.0
083hendrix_ala.pdf,benign,1024,17.69,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
084101f.pdf,benign,1024,23.89,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
084201f.pdf,benign,1024,25.99,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
084301f.pdf,benign,1024,42.56,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
084601f.pdf,benign,1024,31.09,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
084602f.pdf,benign,1024,27.88,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
084doyle_amp.pdf,benign,1024,39.83,application/pdf,,10.0,0.0,1.4,0.0,0.0,0.0,0.0
085201f.pdf,benign,1024,41.46,application/pdf,,7.0,0.0,1.4,0.0,0.0,0.0,0.0
088brown_naa.pdf,benign,1024,89.79,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
08fallbulforcorpper.pdf,benign,1024,225.48,application/pdf,,30.0,0.0,1.6,0.0,0.0,0.0,0.0
08fallbulsolprop.pdf,benign,1024,401.5,application/pdf,,59.0,0.0,1.4,0.0,0.0,0.0,0.0
08fallbultebond.pdf,benign,1024,158.76,application/pdf,,23.0,0.0,1.4,0.0,0.0,0.0,0.0
08inccsnap.pdf,benign,1024,150.56,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
08inratesharesnap.pdf,benign,1024,147.76,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
08pareturnsnap.pdf,benign,1024,267.46,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
08perkins.pdf,benign,1024,130.67,application/pdf,,18.0,0.0,1.6,0.0,0.0,0.0,0.0
08pfsnap.pdf,benign,1024,256.86,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
08rpgangiunece.pdf,benign,1024,208.42,application/pdf,,5.0,0.0,1.5,0.0,0.0,0.0,0.0
08rpjohnson.pdf,benign,1024,324.2,application/pdf,,10.0,0.0,1.4,0.0,0.0,0.0,0.0
08rppsbryant.pdf,benign,1024,132.71,application/pdf,,11.0,0.0,1.5,0.0,0.0,0.0,0.0
08rpscali.pdf,benign,1024,142.61,application/pdf,,9.0,0.0,1.5,0.0,0.0,0.0,0.0
08rpweber.pdf,benign,1024,31.75,application/pdf,,4.0,0.0,1.5,0.0,0.0,0.0,0.0
090801f.pdf,benign,1024,71.36,application/pdf,,14.0,0.0,1.6,0.0,0.0,0.0,0.0
090maddux.pdf,benign,1024,27.93,application/pdf,,16.0,0.0,1.4,0.0,0.0,0.0,0.0
091macarthur.pdf,benign,1024,21.23,application/pdf,,9.0,0.0,1.4,0.0,0.0,0.0,0.0
092005-lore.pdf,benign,1024,292.68,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
092101f.pdf,benign,1024,54.68,application/pdf,,10.0,0.0,1.4,0.0,0.0,0.0,0.0
092102f.pdf,benign,1024,35.0,application/pdf,,5.0,0.0,1.6,0.0,0.0,0.0,0.0
092103f.pdf,benign,1024,101.58,application/pdf,,18.0,0.0,1.4,0.0,0.0,0.0,0.0
092greenman.pdf,benign,1024,11.18,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
0930029.pdf,benign,1024,73.86,application/pdf,,10.0,0.0,1.3,0.0,0.0,0.0,0.0
093701f.pdf,benign,1024,33.58,application/pdf,,6.0,0.0,1.6,0.0,0.0,0.0,0.0
093801f.pdf,benign,1024,91.91,application/pdf,,18.0,0.0,1.4,0.0,0.0,0.0,0.0
094301f.pdf,benign,1024,49.28,application/pdf,,10.0,0.0,1.6,0.0,0.0,0.0,0.0
094302f.pdf,benign,1024,76.46,application/pdf,,2.0,0.0,1.6,0.0,0.0,0.0,0.0
094rodgers_hrrc.pdf,benign,1024,13.33,application/pdf,,2.0,0.0,1.4,0.0,0.0,0.0,0.0
095001f.pdf,benign,1024,49.76,application/pdf,,9.0,0.0,1.4,0.0,0.0,0.0,0.0
098bmi.pdf,benign,1024,24.89,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
09crocker.pdf,benign,1024,37.5,application/pdf,,2.0,0.0,1.6,0.0,0.0,0.0,0.0
09ebsnap.pdf,benign,1024,295.52,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
09estrustsnap.pdf,benign,1024,393.73,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
09fallbulchar.pdf,benign,1024,391.72,application/pdf,,12.0,0.0,1.4,0.0,0.0,0.0,0.0
09fallbulfodcorp.pdf,benign,1024,309.0,application/pdf,,28.0,0.0,1.6,0.0,0.0,0.0,0.0
09in01gender.pdf,benign,1024,18.91,application/pdf,,2.0,0.0,1.4,0.0,0.0,0.0,0.0
09inratesnap.pdf,benign,1024,87.95,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
09rplatereturnsps.pdf,benign,1024,377.94,application/pdf,,6.0,0.0,1.5,0.0,0.0,0.0,0.0
09sumbulcoftc.pdf,benign,1024,396.48,application/pdf,,51.0,0.0,1.6,0.0,0.0,0.0,0.0
0_ea-2a_1108.pdf,benign,1024,107.04,application/pdf,,48.0,0.0,1.4,0.0,0.0,0.0,0.0
1-meredith-filak.pdf,benign,1024,128.16,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
10-13_comm.pdf,benign,1024,279.67,application/pdf,,1.0,0.0,1.7,0.0,0.0,0.0,0.0
100301f.pdf,benign,1024,49.56,application/pdf,,14.0,0.0,1.4,0.0,0.0,0.0,0.0
100501f.pdf,benign,1024,55.13,application/pdf,,9.0,0.0,1.4,0.0,0.0,0.0,0.0
100502f.pdf,benign,1024,53.42,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
100901f.pdf,benign,1024,28.34,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
100902f.pdf,benign,1024,37.25,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
1010cole.pdf,benign,1024,90.21,application/pdf,,1.0,0.0,1.2,0.0,0.0,0.0,0.0
101501f.pdf,benign,1024,58.66,application/pdf,,10.0,0.0,1.4,0.0,0.0,0.0,0.0
101502f.pdf,benign,1024,125.74,application/pdf,,27.0,0.0,1.4,0.0,0.0,0.0,0.0
101watkins.pdf,benign,1024,14.11,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
102601f.pdf,benign,1024,34.23,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
102602f.pdf,benign,1024,36.29,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
102901f.pdf,benign,1024,61.89,application/pdf,,12.0,0.0,1.4,0.0,0.0,0.0,0.0
103001f.pdf,benign,1024,25.62,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
103002f.pdf,benign,1024,90.34,application/pdf,,19.0,0.0,1.4,0.0,0.0,0.0,0.0
103101f.pdf,benign,1024,50.18,application/pdf,,11.0,0.0,1.6,0.0,0.0,0.0,0.0
103901f.pdf,benign,1024,36.13,application/pdf,,7.0,0.0,1.6,0.0,0.0,0.0,0.0
103hommedieu.pdf,benign,1024,32.51,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
105.pdf,benign,1024,13.58,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
105001f.pdf,benign,1024,70.31,application/pdf,,14.0,0.0,1.6,0.0,0.0,0.0,0.0
105101f.pdf,benign,1024,123.18,application/pdf,,27.0,0.0,1.6,0.0,0.0,0.0,0.0
105reedelsevier.pdf,benign,1024,24.44,application/pdf,,8.0,0.0,1.4,0.0,0.0,0.0,0.0
106hallpbs.pdf,benign,1024,19.95,application/pdf,,5.0,0.0,1.4,0.0,0.0,0.0,0.0
109selzer_bcis.pdf,benign,1024,28.45,application/pdf,,10.0,0.0,1.4,0.0,0.0,0.0,0.0
10eositrustsnap.pdf,benign,1024,391.5,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
10esgiftsnap.pdf,benign,1024,240.63,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
10esnonresestatsnap.pdf,benign,1024,221.69,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
10estrustsnap.pdf,benign,1024,253.42,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
10sprbulfidincpan.pdf,benign,1024,66.4,application/pdf,,7.0,0.0,1.6,0.0,0.0,0.0,0.0
10sprbulgifts07.pdf,benign,1024,93.15,application/pdf,,13.0,0.0,1.6,0.0,0.0,0.0,0.0
10sultzberger_NYFU.pdf,benign,1024,47.04,application/pdf,,3.0,0.0,1.6,0.0,0.0,0.0,0.0
10sumbulcoftc.pdf,benign,1024,379.28,application/pdf,,54.0,0.0,1.6,0.0,0.0,0.0,0.0
10winbulreturnfilings.pdf,benign,1024,343.43,application/pdf,,10.0,0.0,1.6,0.0,0.0,0.0,0.0
11-erica-redler-naba-wbu.pdf,benign,1024,62.11,application/pdf,,1.0,0.0,1.3,0.0,0.0,0.0,0.0
111101f.pdf,benign,1024,27.9,application/pdf,,4.0,0.0,1.6,0.0,0.0,0.0,0.0
111701f.pdf,benign,1024,68.6,application/pdf,,13.0,0.0,1.6,0.0,0.0,0.0,0.0
1120021.pdf,benign,1024,77.0,application/pdf,,7.0,0.0,1.3,0.0,0.0,0.0,0.0
112700mem.pdf,benign,1024,22.55,application/pdf,,2.0,0.0,1.5,0.0,0.0,0.0,0.0
112701f.pdf,benign,1024,62.26,application/pdf,,11.0,0.0,1.6,0.0,0.0,0.0,0.0
112metalitz.pdf,benign,1024,81.42,application/pdf,,33.0,0.0,1.4,0.0,0.0,0.0,0.0
11381f.pdf,benign,1024,70.75,application/pdf,,13.0,0.0,1.6,0.0,0.0,0.0,0.0
11382f.pdf,benign,1024,91.25,application/pdf,,22.0,0.0,1.6,0.0,0.0,0.0,0.0
113901f.pdf,benign,1024,37.97,application/pdf,,6.0,0.0,1.6,0.0,0.0,0.0,0.0
113nandy.pdf,benign,1024,17.24,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
114.pdf,benign,1024,10.57,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
114701f.pdf,benign,1024,39.3,application/pdf,,6.0,0.0,1.6,0.0,0.0,0.0,0.0
114702f.pdf,benign,1024,44.39,application/pdf,,8.0,0.0,1.6,0.0,0.0,0.0,0.0
114703f.pdf,benign,1024,77.44,application/pdf,,16.0,0.0,1.6,0.0,0.0,0.0,0.0
114704f.pdf,benign,1024,40.74,application/pdf,,6.0,0.0,1.6,0.0,0.0,0.0,0.0
114gross_eff.pdf,benign,1024,18.63,application/pdf,,4.0,0.0,1.4,0.0,0.0,0.0,0.0
114_list.pdf,benign,1024,129.7,application/pdf,,77.0,0.0,1.5,0.0,0.0,0.0,0.0
115001f.pdf,benign,1024,57.37,application/pdf,,11.0,0.0,1.6,0.0,0.0,0.0,0.0
115101f.pdf,benign,1024,36.48,application/pdf,,5.0,0.0,1.6,0.0,0.0,0.0,0.0
115iverson_sony.pdf,benign,1024,27.77,application/pdf,,6.0,0.0,1.4,0.0,0.0,0.0,0.0
118bsa.pdf,benign,1024,30.1,application/pdf,,2.0,0.0,1.4,0.0,0.0,0.0,0.0
119vaughn_aau.pdf,benign,1024,22.55,application/pdf,,3.0,0.0,1.4,0.0,0.0,0.0,0.0
11ebfallbulmunbond.pdf,benign,1024,207.97,application/pdf,,33.0,0.0,1.6,0.0,0.0,0.0,0.0
11ebsnap.pdf,benign,1024,41.85,application/pdf,,1.0,0.0,1.5,0.0,0.0,0.0,0.0
11ebtebondwinbull.pdf,benign,1024,209.19,application/pdf,,24.0,0.0,1.4,0.0,0.0,0.0,0.0
11eo07busintaxwinbull.pdf,benign,1024,157.01,application/pdf,,24.0,0.0,1.4,0.0,0.0,0.0,0.0
11eofallbulteorg.pdf,benign,1024,373.08,application/pdf,,14.0,0.0,1.4,0.0,0.0,0.0,0.0
11esgiftsnap.pdf,benign,1024,247.08,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
11esgiftsprbul.pdf,benign,1024,66.94,application/pdf,,8.0,0.0,1.6,0.0,0.0,0.0,0.0
11esnonresestatsnap.pdf,benign,1024,183.68,application/pdf,,1.0,0.0,1.4,0.0,0.0,0.0,0.0
